"Player","Season","Team","Position","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Braden Holtby","14-15","WSH","G",73,4247.48,155.74,2011.31,2803.37,167.75,92.26,94.44,94.02,0.43,15.77,12.01
"Braden Holtby","15-16","WSH","G",66,3841.18,140.14,1776.59,2518.46,154.02,92.11,94.44,93.88,0.55,11.23,13.88
"Braden Holtby","16-17","WSH","G",63,3680.17,125.63,1654.15,2377.5,155.66,92.41,94.72,93.45,1.26,17.37,30.03
"Braden Holtby","17-18","WSH","G",54,3067.8,152.65,1641.45,2338,152.35,90.7,93.47,93.48,-0.01,-8.68,-0.3
"Braden Holtby","18-19","WSH","G",59,3406.57,159.23,1775.16,2532.24,169.29,91.03,93.71,93.31,0.4,0.8,10.06
"Braden Holtby","19-20","WSH","G",48,2743.17,141.79,1377.56,1890.51,128.97,89.71,92.5,93.18,-0.68,-17.32,-12.82
"Braden Holtby","20-21","VAN","G",21,1260.48,76.98,714.46,1000.88,69.07,89.23,92.31,93.1,-0.79,-11.23,-7.91
"Braden Holtby","21-22","DAL","G",24,1318.47,60.85,701.27,968.57,59.73,91.32,93.72,93.83,-0.12,4.24,-1.12
"Brent Johnson","07-08","WSH","G",19,1032.02,45.09,499.34,644.59,42.33,90.97,93,93.43,-0.43,0.37,-2.76
"Brent Johnson","08-09","WSH","G",21,1131.15,51.65,566.15,762.02,48.75,90.88,93.22,93.6,-0.38,0.15,-2.9
"Brent Johnson","09-10","PIT","G",23,1108.13,51.33,552.25,750.75,48.6,90.71,93.16,93.53,-0.36,-2.34,-2.73
"Brent Johnson","10-11","PIT","G",23,1296.7,45.94,584.86,843.63,50.29,92.15,94.55,94.04,0.52,5.08,4.35
"Brent Johnson","11-12","PIT","G",16,811.08,40.86,347.46,479.86,30.63,88.24,91.49,93.62,-2.13,-10.79,-10.23
"Brian Boucher","07-08","S.J","G",5,238.1,6.56,97.07,143.34,8.39,93.24,95.42,94.15,1.28,2.28,1.83
"Brian Boucher","08-09","S.J","G",22,1291.38,45.61,546.17,742.65,50.53,91.65,93.86,93.2,0.66,4.36,4.92
"Brian Boucher","09-10","PHI","G",33,1742.03,80.41,820.08,1129.56,73.88,90.19,92.88,93.46,-0.58,-7.65,-6.53
"Brian Boucher","10-11","PHI","G",34,1884.57,73.96,890.92,1282.43,79.63,91.7,94.23,93.79,0.44,3.76,5.67
"Brian Boucher","11-12","CAR","G",10,546.35,30.95,270.56,376.38,26.89,88.56,91.78,92.86,-1.08,-7.53,-4.06
"Brian Boucher","12-13","PHI","G",4,144.02,6.04,59.77,85.2,5.02,89.89,92.91,94.11,-1.2,-0.78,-1.02
"Brian Elliott","08-09","OTT","G",31,1667.03,77.49,791.96,1074.9,66.75,90.22,92.79,93.79,-1,-5.03,-10.74
"Brian Elliott","09-10","OTT","G",55,3037.93,129.31,1427.53,1946.22,123.32,90.94,93.36,93.66,-0.31,-2.67,-5.99
"Brian Elliott","10-11","COL","G",12,690.17,45.24,415.54,573.14,37.7,89.11,92.11,93.42,-1.32,-8.99,-7.54
"Brian Elliott","10-11","OTT","G",43,2292.97,122.5,1156.79,1590.53,102.71,89.41,92.3,93.54,-1.24,-21.59,-19.79
"Brian Elliott","11-12","STL","G",38,2234.58,58.18,959.76,1347.17,78.11,93.94,95.68,94.2,1.48,24.88,19.93
"Brian Elliott","12-13","STL","G",24,1291.93,49.85,525.71,747.03,44.2,90.52,93.33,94.08,-0.76,-3.55,-5.65
"Brian Elliott","13-14","STL","G",31,1624.32,52.68,668.75,969.47,56.89,92.12,94.57,94.13,0.43,4.82,4.21
"Brian Elliott","14-15","STL","G",46,2545.8,96.3,1136.28,1598.04,92.37,91.52,93.97,94.22,-0.25,0.6,-3.93
"Brian Elliott","15-16","STL","G",42,2263,78.96,1110.93,1544.87,102.96,92.89,94.89,93.34,1.55,15.69,24
"Brian Elliott","16-17","CGY","G",49,2844.42,121.24,1342.35,1848.99,118.49,90.97,93.44,93.59,-0.15,-5.19,-2.75
"Brian Elliott","17-18","PHI","G",43,2522,110.68,1213.23,1721.26,107.26,90.88,93.57,93.77,-0.2,-4.27,-3.42
"Brian Elliott","18-19","PHI","G",26,1396.72,69.62,753.85,1027.87,67.92,90.76,93.23,93.39,-0.17,-1.67,-1.7
"Brian Elliott","19-20","PHI","G",31,1673.9,78.86,785.43,1053,72.09,89.96,92.51,93.15,-0.64,-7.88,-6.77
"Brian Elliott","20-21","PHI","G",30,1607.72,83.31,759.91,1036.79,63.06,89.04,91.96,93.92,-1.95,-13.38,-20.25
"Brian Elliott","21-22","T.B","G",19,1063.42,42.37,477.46,674.78,42.42,91.13,93.72,93.71,0.01,1.95,0.05
"Brian Elliott","22-23","T.B","G",22,1324.73,73.19,683.16,938.91,70.03,89.29,92.2,92.54,-0.34,-7.84,-3.16
"Calvin Heeter","13-14","PHI","G",1,63.98,5.35,41.77,50.42,3.18,87.19,89.39,93.69,-4.3,-1.76,-2.17
"Calvin Petersen","18-19","L.A","G",11,621.7,26.84,352.5,476.95,28.1,92.39,94.37,94.11,0.26,4.94,1.26
"Calvin Petersen","19-20","L.A","G",8,477.37,21.07,266.46,380.05,27.72,92.09,94.46,92.71,1.75,3.01,6.65
"Calvin Petersen","20-21","L.A","G",35,2015.85,98.05,1126.41,1537.4,102.93,91.3,93.62,93.3,0.32,5.61,4.88
"Calvin Petersen","21-22","L.A","G",37,2176.5,103.79,997.26,1397.43,96.31,89.59,92.57,93.11,-0.54,-11.23,-7.48
"Calvin Petersen","22-23","L.A","G",10,543.47,33.34,254.51,356.55,23.22,86.9,90.65,93.49,-2.84,-8.99,-10.12
"Calvin Petersen","23-24","PHI","G",5,276.92,18.23,134.14,196.81,12.47,86.41,90.74,93.66,-2.93,-5.27,-5.76
"Calvin Pickard","14-15","COL","G",16,895.1,35.51,517.9,712.1,44.11,93.14,95.01,93.81,1.21,8.66,8.6
"Calvin Pickard","15-16","COL","G",20,985.43,41.57,546.89,759.82,49.89,92.4,94.53,93.43,1.09,5.02,8.32
"Calvin Pickard","16-17","COL","G",50,2820.27,141.8,1506.6,2059.56,118.92,90.59,93.12,94.23,-1.11,-11.55,-22.88
"Calvin Pickard","18-19","ARI","G",6,282.63,16.88,164.57,216.71,15.82,89.74,92.21,92.7,-0.49,-2.05,-1.06
"Calvin Pickard","18-19","PHI","G",11,464.17,30.78,220.57,312.45,20.09,86.05,90.15,93.57,-3.42,-10.89,-10.69
"Calvin Pickard","19-20","DET","G",3,164.88,14.69,77.09,101.52,8.13,80.94,85.53,91.99,-6.46,-7.72,-6.56
"Calvin Pickard","20-21","DET","G",6,303.52,15.66,128.96,183.46,10.02,87.86,91.46,94.54,-3.07,-3.79,-5.64
"Calvin Pickard","21-22","DET","G",3,125.63,9.1,74.16,93.6,5.87,87.73,90.28,93.73,-3.45,-2.22,-3.23
"Calvin Pickard","23-24","EDM","G",23,1296.35,51.69,575.42,823.92,54.96,91.02,93.73,93.33,0.4,3.91,3.27
"Calvin Pickard","24-25","EDM","G",36,1881.72,85.28,848.27,1201.59,79.42,89.95,92.9,93.39,-0.49,-0.39,-5.86
"Cam Talbot","13-14","NYR","G",21,1210.67,32.69,543.64,758.92,46.66,93.99,95.69,93.85,1.84,14.06,13.97
"Cam Talbot","14-15","NYR","G",36,2094.95,75.67,1023.28,1458.11,91.56,92.61,94.81,93.72,1.09,11.59,15.89
"Cam Talbot","15-16","EDM","G",56,3213.17,141.3,1667.74,2294.09,147.68,91.53,93.84,93.56,0.28,0.79,6.38
"Cam Talbot","16-17","EDM","G",73,4294,170.49,2100.36,2874.32,201.69,91.88,94.07,92.98,1.09,11.09,31.2
"Cam Talbot","17-18","EDM","G",67,3730.1,189.75,2061.57,2805.71,191.84,90.8,93.24,93.16,0.07,-8.93,2.09
"Cam Talbot","18-19","EDM","G",31,1694.57,96.52,907.2,1239.97,80.21,89.36,92.22,93.53,-1.32,-14.73,-16.31
"Cam Talbot","18-19","PHI","G",4,210.7,12.47,110.49,160.68,10.88,88.71,92.24,93.23,-0.99,-2.51,-1.59
"Cam Talbot","19-20","CGY","G",26,1434.65,64.63,789.9,1105.45,64.34,91.82,94.15,94.18,-0.03,6.75,-0.29
"Cam Talbot","20-21","MIN","G",33,1961.45,85.82,1003.89,1407.31,80.2,91.45,93.9,94.3,-0.4,6.57,-5.62
"Cam Talbot","21-22","MIN","G",49,2864.38,131.87,1477.7,1978.52,114.61,91.08,93.33,94.21,-0.87,5.27,-17.26
"Cam Talbot","22-23","OTT","G",36,1947,95.53,952.2,1306.38,95.83,89.97,92.69,92.66,0.02,-4.45,0.3
"Cam Talbot","23-24","L.A","G",54,3116.12,129.92,1470.54,2108.86,144.93,91.17,93.84,93.13,0.71,12.17,15.01
"Cam Talbot","24-25","DET","G",47,2642.17,129.77,1293.71,1946.76,140.16,89.97,93.33,92.8,0.53,-0.3,10.39
"Cam Ward","07-08","CAR","G",69,3930.3,183.23,1862.64,2620.43,175.22,90.16,93.01,93.31,-0.31,-13.65,-8.01
"Cam Ward","08-09","CAR","G",68,3928.05,159.82,1882.47,2659.26,173.44,91.51,93.99,93.48,0.51,12.42,13.62
"Cam Ward","09-10","CAR","G",46,2586.27,116.27,1364.2,1893.88,138.01,91.48,93.86,92.71,1.15,4.75,21.74
"Cam Ward","10-11","CAR","G",73,4258.53,181.57,2341.16,3342.19,214.72,92.24,94.57,93.58,0.99,22.66,33.15
"Cam Ward","11-12","CAR","G",68,3988.05,181.63,2124.27,2992.97,197.3,91.45,93.93,93.41,0.52,2.22,15.67
"Cam Ward","12-13","CAR","G",17,929.45,43.88,478.87,668.58,42.41,90.84,93.44,93.66,-0.22,-1.7,-1.47
"Cam Ward","13-14","CAR","G",30,1645.27,84.02,840.99,1174.06,75.78,90.01,92.84,93.55,-0.7,-11.71,-8.24
"Cam Ward","14-15","CAR","G",51,3025.72,120.38,1355.04,1959.62,119.11,91.12,93.86,93.92,-0.06,-4.82,-1.27
"Cam Ward","15-16","CAR","G",52,3037.83,122.26,1340.31,1913.84,124.86,90.88,93.61,93.48,0.14,-8.07,2.6
"Cam Ward","16-17","CAR","G",61,3617.92,161.99,1717.08,2398.24,156.24,90.57,93.25,93.49,-0.24,-13.54,-5.75
"Cam Ward","17-18","CAR","G",43,2459.33,112.41,1177.38,1624.35,104.76,90.45,93.08,93.55,-0.47,-9.14,-7.65
"Cam Ward","18-19","CHI","G",33,1882.05,115.13,1119.09,1467.58,101.39,89.71,92.16,93.09,-0.94,-14.25,-13.74
"Carey Price","07-08","MTL","G",41,2413.37,102.83,1274.23,1765.47,110.08,91.93,94.18,93.76,0.41,13.19,7.25
"Carey Price","08-09","MTL","G",52,3035.92,142.28,1518.98,2086.24,135.72,90.63,93.18,93.49,-0.31,-3.3,-6.56
"Carey Price","09-10","MTL","G",41,2353.8,109.75,1269.37,1756.72,106.66,91.35,93.75,93.93,-0.18,2.86,-3.09
"Carey Price","10-11","MTL","G",72,4206.15,165.15,2138.28,2892.54,186.8,92.28,94.29,93.54,0.75,21.38,21.65
"Carey Price","11-12","MTL","G",65,3944.1,160.84,1912.26,2655.52,163.75,91.59,93.94,93.83,0.11,4.66,2.91
"Carey Price","12-13","MTL","G",39,2238.3,97.66,1003.24,1369.91,85.13,90.27,92.87,93.79,-0.91,-9.29,-12.53
"Carey Price","13-14","MTL","G",59,3464.37,133.84,1828.75,2503.83,157.95,92.68,94.65,93.69,0.96,23.41,24.11
"Carey Price","14-15","MTL","G",66,3976.55,130.93,1955.66,2713.7,169.81,93.31,95.18,93.74,1.43,35.84,38.88
"Carey Price","15-16","MTL","G",12,698.33,23.02,352.38,474.63,30.68,93.47,95.15,93.54,1.61,7,7.66
"Carey Price","16-17","MTL","G",62,3708.13,137.79,1797.06,2414.43,151.53,92.33,94.29,93.72,0.57,17.57,13.74
"Carey Price","17-18","MTL","G",49,2854.62,149.45,1519.09,2037.89,123.82,90.16,92.67,93.92,-1.26,-16.21,-25.63
"Carey Price","18-19","MTL","G",66,3880.25,160.97,1942.45,2639.94,165.43,91.71,93.9,93.73,0.17,14.14,4.46
"Carey Price","19-20","MTL","G",58,3439.82,160.49,1745.28,2342.49,149.45,90.8,93.15,93.62,-0.47,-2.79,-11.04
"Carey Price","20-21","MTL","G",25,1478.75,65.23,651.15,915.46,57.3,89.98,92.87,93.74,-0.87,-5.31,-7.93
"Carey Price","21-22","MTL","G",5,297.5,18.55,155.69,210.9,16.15,88.09,91.2,92.34,-1.14,-4.1,-2.4
"Carter Hart","18-19","PHI","G",31,1716.92,82.93,995.25,1316.79,80.23,91.67,93.7,93.91,-0.21,6.79,-2.7
"Carter Hart","19-20","PHI","G",43,2355.83,94.14,1104.96,1539.69,101.39,91.48,93.89,93.41,0.47,5.7,7.25
"Carter Hart","20-21","PHI","G",27,1456.32,89.75,728.26,973.38,65.41,87.68,90.78,93.28,-2.5,-22.73,-24.34
"Carter Hart","21-22","PHI","G",45,2603.07,139.35,1477.38,1986.54,132.35,90.57,92.99,93.34,-0.35,-2.23,-7
"Carter Hart","22-23","PHI","G",55,3163.77,156.96,1682.6,2361.7,169.89,90.67,93.35,92.81,0.55,3.98,12.93
"Carter Hart","23-24","PHI","G",26,1455.18,68.42,731.71,1037.68,70.36,90.65,93.41,93.22,0.19,2.28,1.94
"Carter Hutton","13-14","NSH","G",40,2085.28,90.37,997.61,1376.79,78.17,90.94,93.44,94.32,-0.89,-4.59,-12.2
"Carter Hutton","14-15","NSH","G",18,1009.85,42.83,448.2,648.16,39.31,90.44,93.39,93.94,-0.54,-4.61,-3.52
"Carter Hutton","15-16","NSH","G",17,978.93,36.8,455.54,646.5,39.6,91.92,94.31,93.87,0.43,2.01,2.8
"Carter Hutton","16-17","STL","G",30,1459.05,58.77,667.01,931.9,57.14,91.19,93.69,93.87,-0.17,-1.1,-1.63
"Carter Hutton","17-18","STL","G",32,1609.53,55.85,802.8,1075.07,68.53,93.04,94.8,93.63,1.18,14.56,12.68
"Carter Hutton","18-19","BUF","G",50,2839.62,142.01,1564.04,2145.29,128.82,90.92,93.38,94,-0.61,-1.01,-13.19
"Carter Hutton","19-20","BUF","G",31,1775.43,93.17,916.67,1263.51,79.68,89.84,92.63,93.69,-1.07,-10.34,-13.49
"Carter Hutton","20-21","BUF","G",13,674.72,40.53,363.56,489.92,32.83,88.85,91.73,93.3,-1.57,-7.07,-7.7
"Carter Hutton","21-22","ARI","G",3,115.97,14.97,59.56,79.24,4.6,74.87,81.11,94.19,-13.09,-9.44,-10.37
"Casey Desmith","17-18","PIT","G",14,700.15,27.63,351.66,484.74,32.9,92.14,94.3,93.21,1.09,3.21,5.27
"Casey Desmith","18-19","PIT","G",36,1943.55,88.78,1058.21,1399.02,89.38,91.61,93.65,93.61,0.04,6.61,0.6
"Casey Desmith","20-21","PIT","G",20,1132.32,47.31,542.82,710.33,51.63,91.28,93.34,92.73,0.61,2.65,4.32
"Casey Desmith","21-22","PIT","G",26,1418.15,65.97,767.14,1021.9,64.99,91.4,93.54,93.64,-0.1,5.22,-0.98
"Casey Desmith","22-23","PIT","G",38,2065.95,107.5,1134.41,1531.02,116.61,90.52,92.98,92.38,0.6,1.01,9.11
"Casey Desmith","23-24","VAN","G",29,1663.48,78.3,743.5,1087.75,78.78,89.47,92.8,92.76,0.04,-6.46,0.48
"Casey Desmith","24-25","DAL","G",27,1504.5,64.56,743.96,1105.1,79.57,91.32,94.16,92.8,1.36,9.89,15.01
"Cayden Primeau","19-20","MTL","G",2,119.1,5.33,76.22,102.23,5.36,93.01,94.79,94.76,0.03,1.55,0.03
"Cayden Primeau","20-21","MTL","G",4,201.9,13.96,96.22,135.16,9.14,85.49,89.67,93.24,-3.57,-5.11,-4.82
"Cayden Primeau","21-22","MTL","G",12,519.22,41.82,326.18,443.18,29.21,87.18,90.56,93.41,-2.85,-11.55,-12.61
"Cayden Primeau","22-23","MTL","G",3,138.58,8.42,58.23,85.68,7.38,85.54,90.17,91.39,-1.21,-2.85,-1.04
"Cayden Primeau","23-24","MTL","G",23,1324.83,65.62,726.15,1042.6,74.52,90.96,93.71,92.85,0.85,4.55,8.9
"Cayden Primeau","24-25","MTL","G",11,523.7,40.67,258.23,403.72,32.16,84.25,89.93,92.03,-2.11,-14.82,-8.51
"Cedrick Desjardins","10-11","T.B","G",2,120.32,2.03,62.55,82.88,4.11,96.75,97.55,95.04,2.51,3.43,2.08
"Cedrick Desjardins","12-13","T.B","G",3,160.1,7.95,75.29,110.66,7.11,89.44,92.82,93.57,-0.76,-1.32,-0.84
"Chad Johnson","09-10","NYR","G",5,280.72,11.04,135.18,181.58,12.13,91.83,93.92,93.32,0.6,0.95,1.09
"Chad Johnson","12-13","ARI","G",4,246.62,5.14,110.8,164.41,7.84,95.36,96.87,95.23,1.64,4.62,2.7
"Chad Johnson","13-14","BOS","G",27,1510.82,51.19,683.61,932.97,59.82,92.51,94.51,93.59,0.93,7.6,8.63
"Chad Johnson","14-15","NYI","G",19,1052.82,52.66,478.21,671.66,42.3,88.99,92.16,93.7,-1.54,-11.88,-10.36
"Chad Johnson","15-16","BUF","G",45,2591.08,101.24,1274.44,1806.02,108.51,92.06,94.39,93.99,0.4,7.34,7.27
"Chad Johnson","16-17","CGY","G",36,2013.2,89.09,976.56,1404.33,90.81,90.88,93.66,93.53,0.12,-4.67,1.72
"Chad Johnson","17-18","BUF","G",36,1773.53,106.05,988.49,1355.97,81.17,89.27,92.18,94.01,-1.83,-19.35,-24.88
"Chad Johnson","18-19","ANA","G",9,319.7,19.44,162.19,236.16,14.77,88.01,91.77,93.75,-1.98,-4.82,-4.67
"Chad Johnson","18-19","STL","G",10,490.78,29.9,257.51,353.41,22.7,88.39,91.54,93.58,-2.04,-6.69,-7.2
"Charlie Lindgren","16-17","MTL","G",2,121.7,2.83,56.6,76.16,4.61,95,96.28,93.95,2.34,2.07,1.78
"Charlie Lindgren","17-18","MTL","G",14,832.97,41.86,467.44,661.05,44.84,91.04,93.67,93.22,0.45,-0.86,2.98
"Charlie Lindgren","18-19","MTL","G",1,65,5.22,50.99,66.74,5.6,89.76,92.18,91.61,0.57,-0.62,0.38
"Charlie Lindgren","19-20","MTL","G",6,360.85,19.85,180.46,256.57,18.95,89,92.26,92.61,-0.35,-3.55,-0.9
"Charlie Lindgren","21-22","STL","G",5,246.42,4.99,112.73,158.85,9.75,95.57,96.86,93.86,3,5.47,4.76
"Charlie Lindgren","22-23","WSH","G",31,1692.07,86.18,855.42,1185.19,82.48,89.93,92.73,93.04,-0.31,-4.35,-3.7
"Charlie Lindgren","23-24","WSH","G",50,2852.38,128.47,1439.56,2123.73,147.05,91.08,93.95,93.08,0.87,10.62,18.58
"Charlie Lindgren","24-25","WSH","G",39,2287,102.86,986.58,1533.93,108.35,89.57,93.29,92.94,0.36,-4.13,5.49
"Chris Driedger","19-20","FLA","G",12,642.67,22.28,347.22,444.02,29.67,93.58,94.98,93.32,1.66,9.09,7.39
"Chris Driedger","20-21","FLA","G",23,1361.6,46.3,640.04,889.85,53.66,92.77,94.8,93.97,0.83,12.6,7.36
"Chris Driedger","21-22","SEA","G",27,1478.4,72.35,715.3,1001.7,67.43,89.89,92.78,93.27,-0.49,-5.97,-4.92
"Chris Driedger","23-24","SEA","G",2,119.58,4.72,59.02,90.44,6.33,92,94.78,93,1.78,0.98,1.61
"Chris Gibson","15-16","NYI","G",4,194.03,11.28,98.12,138.36,7.57,88.5,91.85,94.53,-2.68,-2.92,-3.71
"Chris Gibson","17-18","NYI","G",8,426.87,27.05,280.27,387,24.83,90.35,93.01,93.58,-0.57,-2.47,-2.22
"Chris Gibson","20-21","T.B","G",2,112.97,5.23,39.67,50.27,3.31,86.82,89.6,93.42,-3.82,-1.58,-1.92
"Chris Mason","07-08","NSH","G",51,2691.97,130.47,1287.35,1706.2,108.05,89.87,92.35,93.67,-1.31,-13.26,-22.42
"Chris Mason","08-09","STL","G",57,3214.9,128.2,1534.39,2191.14,135.4,91.64,94.15,93.82,0.33,12.19,7.2
"Chris Mason","09-10","STL","G",61,3512.15,147.99,1697.91,2397.09,159.62,91.28,93.83,93.34,0.49,2.64,11.63
"Chris Mason","10-11","ATL","G",33,1681.68,95.37,901.61,1212.81,83.15,89.42,92.14,93.14,-1.01,-16.72,-12.22
"Chris Mason","11-12","WPG","G",20,994.87,42.3,423.62,645.53,42.32,90.01,93.45,93.44,0,-5.64,0.02
"Chris Mason","12-13","NSH","G",11,466.73,29.08,231.99,317.3,20.34,87.46,90.84,93.59,-2.75,-8.65,-8.74
"Chris Osgood","07-08","DET","G",43,2408.58,84.83,964.57,1310.13,83.2,91.21,93.53,93.65,-0.12,2.99,-1.63
"Chris Osgood","08-09","DET","G",46,2662.72,135.61,1187.45,1593.34,104.82,88.58,91.49,93.42,-1.93,-26.97,-30.79
"Chris Osgood","09-10","DET","G",23,1252.03,62.3,568.66,796.55,50.18,89.04,92.18,93.7,-1.52,-11.86,-12.12
"Chris Osgood","10-11","DET","G",11,628.67,28.36,293.19,392.99,23.32,90.33,92.78,94.07,-1.28,-2.78,-5.04
"Clay Stevenson","24-25","WSH","G",1,60,4.84,39.07,52.43,3.52,87.61,90.77,93.29,-2.52,-0.93,-1.32
"Collin Delia","17-18","CHI","G",2,105.98,6.81,63.08,74.23,3.78,89.2,90.83,94.91,-4.08,-1.28,-3.03
"Collin Delia","18-19","CHI","G",16,831.05,49.92,543.22,693.92,46.57,90.81,92.81,93.29,-0.48,-0.95,-3.35
"Collin Delia","20-21","CHI","G",6,334.48,19.49,205.2,272.03,20.74,90.5,92.84,92.38,0.46,-0.61,1.25
"Collin Delia","21-22","CHI","G",8,343.1,21.54,221.96,295.64,16.95,90.3,92.71,94.27,-1.55,-0.94,-4.59
"Collin Delia","22-23","VAN","G",20,1135.67,61.87,533.84,761.01,59.66,88.41,91.87,92.16,-0.29,-10.81,-2.21
"Connor Hellebuyck","15-16","WPG","G",26,1433.47,57.39,677.47,936.06,65.05,91.53,93.87,93.05,0.82,0.33,7.66
"Connor Hellebuyck","16-17","WPG","G",55,3013.52,144.05,1564.73,2126.43,134.8,90.79,93.23,93.66,-0.44,-8.78,-9.25
"Connor Hellebuyck","17-18","WPG","G",67,3965.9,156.48,2011.97,2806.18,169.29,92.22,94.42,93.97,0.46,20,12.81
"Connor Hellebuyck","18-19","WPG","G",63,3704.1,179.26,2040.86,2753.26,173.19,91.22,93.49,93.71,-0.22,4.71,-6.07
"Connor Hellebuyck","19-20","WPG","G",58,3268.55,141.44,1798.05,2473.36,161.3,92.13,94.28,93.48,0.8,21.04,19.86
"Connor Hellebuyck","20-21","WPG","G",45,2602.82,113.24,1331.67,1843.77,128.06,91.5,93.86,93.05,0.8,9.31,14.82
"Connor Hellebuyck","21-22","WPG","G",66,3903.5,192.95,2159.52,2937.84,206.56,91.07,93.43,92.97,0.46,7.48,13.61
"Connor Hellebuyck","22-23","WPG","G",64,3777.97,156.18,1947.51,2659.48,189.8,91.98,94.13,92.86,1.26,30.11,33.62
"Connor Hellebuyck","23-24","WPG","G",60,3567.33,142.28,1776.27,2540.05,181.63,91.99,94.4,92.85,1.55,29.35,39.35
"Connor Hellebuyck","24-25","WPG","G",63,3741.37,123.28,1642.66,2557.11,172.76,92.5,95.18,93.24,1.93,41.11,49.48
"Connor Ingram","21-22","NSH","G",3,177.75,10.43,84.67,112.4,7.93,87.68,90.72,92.94,-2.22,-2.57,-2.5
"Connor Ingram","22-23","ARI","G",27,1586.67,89.29,976.37,1308.71,98.22,90.85,93.18,92.49,0.68,4.1,8.93
"Connor Ingram","23-24","ARI","G",50,2802.93,135.75,1460.19,2149.63,153.43,90.7,93.68,92.86,0.82,5.34,17.68
"Connor Ingram","24-25","UTA","G",22,1210.12,64.99,551.18,827.98,58.07,88.21,92.15,92.99,-0.84,-9.83,-6.92
"Corey Crawford","07-08","CHI","G",5,224.15,8.24,117.48,143.66,9.23,92.99,94.26,93.58,0.69,2.45,0.99
"Corey Crawford","10-11","CHI","G",57,3336.62,127.6,1509.4,2054.48,135.3,91.55,93.79,93.41,0.37,4.07,7.7
"Corey Crawford","11-12","CHI","G",57,3218.22,146.81,1505.11,2008.62,126.77,90.25,92.69,93.69,-1,-16.54,-20.04
"Corey Crawford","12-13","CHI","G",30,1760.52,56.92,749.81,997.97,64.02,92.41,94.3,93.58,0.71,9.13,7.1
"Corey Crawford","13-14","CHI","G",59,3395.02,128.06,1524.54,2035.95,125.51,91.6,93.71,93.84,-0.13,3.03,-2.55
"Corey Crawford","14-15","CHI","G",57,3333.33,126.45,1654.56,2172.88,135.05,92.36,94.18,93.78,0.4,14.64,8.6
"Corey Crawford","15-16","CHI","G",58,3322.65,129.11,1694.45,2265.28,150.76,92.38,94.3,93.34,0.96,15.26,21.65
"Corey Crawford","16-17","CHI","G",55,3246.87,136.19,1670.97,2241.71,146.4,91.85,93.92,93.47,0.46,8.27,10.21
"Corey Crawford","17-18","CHI","G",28,1583.5,59.95,837.71,1148.21,73.75,92.84,94.78,93.58,1.2,13.53,13.8
"Corey Crawford","18-19","CHI","G",39,2212.85,107.61,1190.93,1591.02,108.72,90.96,93.24,93.17,0.07,-0.25,1.11
"Corey Crawford","19-20","CHI","G",40,2340.05,107.82,1295.35,1687.12,115.26,91.68,93.61,93.17,0.44,9.23,7.44
"Cory Schneider","08-09","VAN","G",8,355.57,19.65,161.06,235.84,14.64,87.8,91.67,93.79,-2.12,-4.92,-5.01
"Cory Schneider","09-10","VAN","G",2,78.7,4.91,59.84,85.07,5.95,91.79,94.23,93.01,1.22,0.4,1.04
"Cory Schneider","10-11","VAN","G",25,1371.78,51.12,696.29,969.05,69.14,92.66,94.72,92.87,1.86,9.62,18.02
"Cory Schneider","11-12","VAN","G",33,1832.83,59.63,918.84,1187.52,76.34,93.51,94.98,93.57,1.41,19.9,16.71
"Cory Schneider","12-13","VAN","G",30,1733.32,60.66,820.27,1087.38,69.04,92.6,94.42,93.65,0.77,11.6,8.38
"Cory Schneider","13-14","N.J","G",45,2679.9,86.45,1098.47,1489.76,94.96,92.13,94.2,93.63,0.57,8,8.51
"Cory Schneider","14-15","N.J","G",69,3923.93,147.27,1985.04,2637.38,164.87,92.58,94.42,93.75,0.67,22.01,17.6
"Cory Schneider","15-16","N.J","G",58,3412.47,122.57,1602.4,2135.99,140.69,92.35,94.26,93.41,0.85,13.95,18.12
"Cory Schneider","16-17","N.J","G",60,3472.83,164.63,1805.54,2476.36,158.6,90.88,93.35,93.6,-0.24,-8.53,-6.03
"Cory Schneider","17-18","N.J","G",40,2332.25,114.26,1226.01,1712.75,108.59,90.68,93.33,93.66,-0.33,-6.72,-5.67
"Cory Schneider","18-19","N.J","G",26,1371.78,69.66,730.78,1013.2,61.44,90.47,93.12,93.94,-0.81,-3.79,-8.22
"Cory Schneider","19-20","N.J","G",13,679.27,39.99,353.03,480.67,31.85,88.67,91.68,93.37,-1.69,-8.09,-8.14
"Craig Anderson","07-08","FLA","G",17,934.93,34.27,526.3,724.65,42.41,93.49,95.27,94.15,1.12,13.65,8.14
"Craig Anderson","08-09","FLA","G",31,1635.9,73.48,972.28,1303.56,83.63,92.44,94.36,93.58,0.78,15.48,10.15
