"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"A.J. Greer","25-26","FLA","L",65,732.45,52.07,53.95,53.35,53.97,51.37,2.81,2.58,26.73,22.82,41.77,36.52,58.37,49.78,2.65,2.51,0.22,3.91,5.25,8.59,0.14,10.5,88.68
"Aaron Ekblad","25-26","FLA","D",64,1051,48.13,51.01,51.38,51.94,49.61,2.81,3.03,28.29,27.16,42.97,40.65,59.26,54.84,2.9,2.95,-0.22,1.12,2.32,4.42,-0.05,9.94,88.85
"Aatu Raty","25-26","VAN","C",50,546.1,49.71,46.02,46.75,47.46,43.04,1.95,1.97,21.95,25.74,38.57,43.92,54.11,59.9,2.37,3.14,-0.02,-3.8,-5.35,-5.79,-0.77,8.88,92.34
"Adam Boqvist","25-26","NYI","D",21,250.4,39.61,38.95,40.46,39.69,44.17,1.72,2.62,21.01,32.93,33.39,49.13,46.65,70.89,2.62,3.31,-0.9,-11.92,-15.74,-24.23,-0.69,8.18,92.05
"Adam Edstrom","25-26","NYR","C",31,297.83,55.98,45.57,48.05,48.97,48.71,2.29,1.8,24.74,29.54,38.33,41.45,56.3,58.66,2.54,2.68,0.49,-4.8,-3.12,-2.36,-0.13,9.26,93.9
"Adam Engstrom","25-26","MTL","D",11,136.78,76.32,48.23,51.6,52.45,46.76,2.73,0.85,20.61,22.13,37.08,34.79,51.73,46.89,2.25,2.56,1.88,-1.51,2.29,4.84,-0.31,13.24,96.17
"Adam Erne","25-26","DAL","L",33,319.6,54.03,49.71,47.11,47.31,51.28,2.24,1.91,20.68,20.92,30.95,34.75,45.45,50.62,2.41,2.29,0.33,-0.24,-3.79,-5.17,0.12,10.83,90.89
"Adam Fantilli","25-26","CBJ","C",66,995.1,47.15,51.88,51.94,53.05,52.39,2.6,2.91,29.64,27.49,45.51,42.11,63.83,56.49,3.15,2.86,-0.31,2.15,3.39,7.34,0.29,8.77,89.4
"Adam Fox","25-26","NYR","D",40,746.08,59.43,51.94,54.87,55.91,57.72,2.7,1.84,26.65,24.67,44.23,36.38,63.93,50.42,3.02,2.21,0.86,1.99,7.86,13.51,0.81,10.13,92.53
"Adam Gaudette","25-26","S.J","R",52,543,41.94,42.03,42.92,43.62,46.53,2.24,3.1,22.7,31.31,34.38,45.73,48.93,63.25,2.47,2.84,-0.86,-8.61,-11.35,-14.31,-0.37,9.85,90.11
"Adam Ginning","25-26","PHI","D",5,65.75,50.37,26.36,29.32,34.05,40.64,1.87,1.84,10.95,30.6,20.85,50.25,33.57,65.02,1.51,2.2,0.03,-19.65,-29.4,-31.45,-0.69,17.08,93.98
"Adam Henrique","25-26","EDM","C",51,554.42,30.04,50.05,49.96,47.82,47.92,1.19,2.77,22.88,22.83,35.77,35.84,49.82,54.35,2.35,2.55,-1.58,0.04,-0.06,-4.54,-0.2,5.19,87.88
"Adam Klapka","25-26","CGY","R",65,648.12,47.51,48.23,48.77,48.38,46.45,1.82,2.01,23.97,25.73,38.53,40.47,56.59,60.37,2.43,2.81,-0.19,-1.76,-1.94,-3.78,-0.37,7.58,92.2
"Adam Larsson","25-26","SEA","D",66,1197.25,43.43,45.68,44.51,43.91,42.44,2.04,2.66,23.58,28.04,36.35,45.33,50.04,63.92,2.38,3.23,-0.62,-4.46,-8.97,-13.89,-0.85,8.67,90.51
"Adam Lowry","25-26","WPG","C",54,662.57,51.5,50.99,50.49,51.27,47.92,2.1,1.98,24.68,23.73,38.17,37.42,53.31,50.68,2.61,2.84,0.12,0.96,0.75,2.64,-0.23,8.51,91.67
"Adam Pelech","25-26","NYI","D",67,1163.13,49.66,53.26,52.57,52.28,51.16,2.2,2.23,27.5,24.14,43.42,39.17,60.08,54.84,2.91,2.77,-0.03,3.36,4.25,5.24,0.13,8,90.75
"Adam Wilsby","25-26","NSH","D",45,676.52,42.89,48.55,48.63,50.59,48.74,1.87,2.48,25.99,27.54,38.89,41.09,54.79,53.5,2.71,2.85,-0.62,-1.55,-2.2,1.28,-0.14,7.18,90.98
"Adrian Kempe","25-26","L.A","R",66,929.58,55.31,49.68,50.47,51.32,45.57,2.66,2.15,26.12,26.46,41.29,40.52,60.3,57.19,2.46,2.94,0.51,-0.34,0.78,3.11,-0.48,10.19,91.87
"Albert Johansson","25-26","DET","D",68,964.1,41.06,45.56,47.23,46.62,49.59,1.74,2.49,23.71,28.34,38.87,43.43,54.04,61.88,2.62,2.66,-0.76,-4.63,-4.56,-7.84,-0.04,7.32,91.21
"Alec Regula","25-26","EDM","D",29,391.02,24.91,50.32,50.19,47.99,51.97,1.27,3.83,27.3,26.96,41.43,41.11,54.78,59.37,2.78,2.57,-2.56,0.35,0.32,-4.6,0.21,4.65,85.81
"Alex Bump","25-26","PHI","L",5,60.8,64.78,49.56,42.79,43.66,40.79,1.92,1.05,21.45,21.84,30.82,41.21,42.27,54.55,1.84,2.66,0.88,-0.38,-10.39,-12.29,-0.83,8.97,95.21
"Alex Carrier","25-26","MTL","D",66,1011.52,49.31,48.99,48.86,48.43,49.09,2.91,3,24.85,25.88,38.4,40.19,54.69,58.24,2.76,2.86,-0.08,-1.03,-1.79,-3.55,-0.1,11.73,88.42
"Alex Debrincat","25-26","DET","R",68,936.98,54.05,54.19,53.99,51,55.57,2.98,2.53,32.44,27.43,47.37,40.36,61.68,59.26,3.25,2.59,0.45,5.01,7,2.42,0.65,9.17,90.78
"Alex Holtz","25-26","VGK","R",28,304.95,48.19,44.43,45.63,45.9,52.68,2.76,2.96,21.17,26.48,35.34,42.11,51.31,60.47,2.92,2.62,-0.21,-5.31,-6.77,-9.16,0.3,13.02,88.81
"Alex Iafallo","25-26","WPG","L",66,820.72,49.33,47.8,48.23,49.69,44.78,2.41,2.47,22.64,24.72,35.6,38.2,52.78,53.44,2.29,2.82,-0.07,-2.09,-2.61,-0.66,-0.53,10.64,89.99
"Alex Kerfoot","25-26","UTA","C",20,193.97,36.78,41.78,47.24,49.63,45.75,1.26,2.16,16.76,23.35,30.99,34.61,50.71,51.46,1.95,2.31,-0.9,-6.6,-3.63,-0.75,-0.36,7.49,90.75
"Alex Killorn","25-26","ANA","L",67,813.38,47.2,53.35,51.27,51.07,50.49,2.06,2.3,30.01,26.24,45.12,42.89,61.77,59.19,3.13,3.07,-0.24,3.77,2.24,2.58,0.06,6.86,91.22
"Alex Laferriere","25-26","L.A","R",67,912.92,52.2,50.68,52.07,53.24,50.43,2.27,2.08,27.5,26.76,43.86,40.37,63.04,55.37,2.56,2.51,0.19,0.74,3.49,7.67,0.04,8.27,92.22
"Alex Newhook","25-26","MTL","C",26,308.45,60.81,43.42,44.6,45.47,45.02,3.87,2.49,20.31,26.47,33.7,41.86,47.71,57.22,2.28,2.79,1.38,-6.16,-8.16,-9.51,-0.51,19.05,90.58
"Alex Nikishin","25-26","CAR","D",65,971.93,56.62,55.49,56.55,58.63,55.22,2.83,2.17,31.25,25.07,48.91,37.58,70.34,49.64,3.34,2.71,0.66,6.19,11.33,20.7,0.63,9.05,91.35
"Alex Ovechkin","25-26","WSH","L",68,833.17,56.59,47.65,49.44,50.29,50.89,3.1,2.38,27.29,29.97,43.66,44.65,60.9,60.2,3.14,3.03,0.72,-2.69,-0.99,0.7,0.11,11.36,92.06
"Alex Petrovic","25-26","DAL","D",51,753.95,52.1,48.63,45.03,44.92,47.52,2.68,2.46,25.92,27.38,34.35,41.93,49.03,60.12,2.54,2.81,0.22,-1.46,-7.58,-11.09,-0.27,10.34,91
"Alex Romanov","25-26","NYI","D",15,246.68,28.96,39.82,42.24,42.07,33.15,1.43,3.51,23.07,34.86,36.54,49.97,49.31,67.91,2.1,4.23,-2.08,-11.79,-13.43,-18.6,-2.13,6.21,89.92
"Alex Steeves","25-26","BOS","C",41,422.47,55.08,51.05,50.59,49.26,51.18,2.56,2.09,27.63,26.49,40.19,39.25,56.58,58.28,2.59,2.47,0.47,1.14,0.94,-1.7,0.12,9.27,92.11
"Alex Texier","25-26","MTL","L",34,435.82,59.07,52.02,52.69,52.71,50.07,3.18,2.2,26.53,24.48,43.01,38.62,61.41,55.1,2.96,2.95,0.98,2.06,4.39,6.3,0.01,11.98,91.01
"Alex Texier","25-26","STL","L",8,75.6,50.23,45.65,38.48,42.38,36.39,0.85,0.84,19.29,22.97,28.67,45.83,43.54,59.21,1.89,3.3,0.01,-3.67,-17.17,-15.67,-1.41,4.4,96.34
"Alex Tuch","25-26","BUF","R",65,884.9,58.18,50.11,51.59,51.28,51.14,3.55,2.55,28.77,28.65,46.76,43.88,62.86,59.71,3.04,2.91,1,0.12,2.88,3.14,0.14,12.35,91.08
"Alex Turcotte","25-26","L.A","C",59,617.57,43.79,55.81,55.27,55.28,56.82,2.04,2.62,30.49,24.15,46.46,37.6,65.4,52.91,3.25,2.47,-0.58,6.35,8.86,12.49,0.78,6.69,89.16
"Alex Vlasic","25-26","CHI","D",65,1124.35,41.94,44.38,45.32,46.12,43.45,1.91,2.65,22.14,27.74,36.08,43.53,50.63,59.15,2.18,2.84,-0.74,-5.61,-7.46,-8.52,-0.66,8.64,90.46
"Alex Wennberg","25-26","S.J","C",64,872.18,44.73,48.57,46.67,46.63,46.83,2.21,2.74,24.73,26.18,35.68,40.77,50.78,58.12,2.38,2.7,-0.52,-1.45,-5.09,-7.34,-0.32,8.96,89.55
"Alexei Toropchenko","25-26","STL","R",51,518.32,30.14,43.28,41.81,40.33,42.25,1.39,3.22,18.88,24.75,29.16,40.58,40.34,59.69,1.91,2.6,-1.83,-5.86,-11.42,-19.34,-0.7,7.36,86.99
"Alexis Lafrenière","25-26","NYR","L",67,961.35,52.67,49.98,51.98,52.29,53.14,2.58,2.32,25.42,25.44,41.65,38.48,58.19,53.08,2.82,2.49,0.26,-0.02,3.17,5.11,0.33,10.16,90.87
"Aliaksei Protas","25-26","WSH","C/L",64,938.2,58.83,55.69,55.53,54.15,52.2,3.45,2.41,30.19,24.02,47.69,38.19,63.67,53.91,3.32,3.04,1.04,6.17,9.51,9.76,0.28,11.43,89.95
"Anders Lee","25-26","NYI","L",67,857.68,55.56,51.15,50.8,50.74,54.07,3,2.4,28.65,27.36,45.32,43.89,62.22,60.41,3.6,3.05,0.6,1.29,1.43,1.81,0.54,10.46,91.24
"Andre Burakovsky","25-26","CHI","L",60,821.45,40.81,45.84,45.18,46.06,45.26,2.47,3.58,27.65,32.67,40.89,49.62,54.87,64.25,2.72,3.29,-1.11,-5.02,-8.73,-9.39,-0.57,8.93,89.04
"Andre Lee","25-26","L.A","L",7,71.87,33.28,47.64,48.54,53.37,45.58,1.67,3.35,18.74,20.6,30.75,32.59,51.08,44.63,1.9,2.26,-1.68,-1.85,-1.84,6.44,-0.37,8.91,83.75
"Andrei Kuzmenko","25-26","L.A","L",52,598.92,47.65,53.76,51.83,52.57,54.69,2.08,2.28,27.03,23.25,41.52,38.59,60.11,54.24,3.02,2.5,-0.21,3.78,2.93,5.87,0.52,7.69,90.18
"Andrei Svechnikov","25-26","CAR","R",66,863.7,55.63,58.41,59.34,61.41,53.86,3.06,2.44,34.79,24.78,54.91,37.63,75.4,47.39,3.54,3.03,0.62,10.02,17.28,28.01,0.51,8.78,90.16
"Andrew Copp","25-26","DET","C",65,822.3,51.5,52.73,51.34,49.89,53.48,2.52,2.38,28.67,25.71,41.95,39.76,58.21,58.45,2.89,2.51,0.15,2.96,2.19,-0.25,0.38,8.8,90.76
"Andrew Mangiapane","25-26","CHI","L",5,62.57,19.03,39.46,42.29,43.32,41.63,0.9,3.84,19.18,29.43,33.1,45.18,49.38,64.62,1.81,2.54,-2.93,-10.25,-12.07,-15.24,-0.73,4.7,86.97
"Andrew Mangiapane","25-26","EDM","L",52,613.55,36.04,49.89,49.99,50.8,46.68,2.1,3.72,25.28,25.39,38.82,38.84,55.5,53.75,2.49,2.84,-1.62,-0.11,-0.02,1.75,-0.35,8.29,85.34
"Andrew Peeke","25-26","BOS","D",63,1029.57,43.47,46.65,48.2,48.35,43.48,1.92,2.5,24.84,28.4,39.9,42.87,57.51,61.44,2.3,2.99,-0.58,-3.56,-2.97,-3.92,-0.69,7.75,91.19
"Angus Crookshank","25-26","N.J","C",8,68.82,47,31.8,36.48,37.07,20.3,0.82,0.92,14.47,31.04,27.29,47.52,40.92,69.46,0.83,3.25,-0.1,-16.56,-20.23,-28.54,-2.42,5.66,97.02
"Anthony Beauvillier","25-26","WSH","L/R",68,925.05,49.85,51.31,51.24,50.15,50.18,2.72,2.73,29.66,28.14,45.64,43.42,61.47,61.1,3.32,3.29,-0.02,1.51,2.21,0.37,0.02,9.17,90.28
"Anthony Cirelli","25-26","T.B","C",57,689.1,65.77,54.97,55.7,56.11,55.86,3.99,2.08,32.61,26.71,50.22,39.93,69.48,54.35,3.95,3.12,1.91,5.9,10.28,15.13,0.83,12.24,92.22
"Anthony Duclair","25-26","NYI","L",57,666.47,54.08,43.67,44.37,44.05,41.49,2.53,2.15,24.7,31.86,38.63,48.43,52.67,66.89,2.48,3.5,0.38,-7.16,-9.8,-14.22,-1.02,10.24,93.26
"Anthony Mantha","25-26","PIT","R",67,813,59.01,51.26,49.55,48.99,50.85,3.58,2.48,28.33,26.93,42.04,42.8,57.61,59.98,3.18,3.07,1.09,1.4,-0.76,-2.37,0.11,12.63,90.77
"Anton Lundell","25-26","FLA","C",62,809.82,46.98,48.91,49.82,51.2,49.1,2.37,2.68,25.81,26.96,41.66,41.96,56.69,54.04,2.65,2.74,-0.3,-1.15,-0.3,2.65,-0.1,9.19,90.07
"Anze Kopitar","25-26","L.A","C",52,713.93,65.98,49.19,51.15,50.59,48.54,2.94,1.52,25.11,25.93,41.38,39.51,58.77,57.41,2.43,2.57,1.43,-0.83,1.86,1.37,-0.15,11.73,94.14
"Arber Xhekaj","25-26","MTL","D",55,601.35,41.77,47.14,48.46,48.13,44.89,1.8,2.52,21.06,23.61,34.59,36.79,49.14,52.96,2.19,2.69,-0.71,-2.56,-2.2,-3.81,-0.5,8.57,89.34
"Arseny Gritsyuk","25-26","N.J","R",63,846.37,50.47,57.56,57.83,57.87,52.33,2.61,2.56,32.16,23.7,49.29,35.95,67.52,49.16,2.87,2.62,0.05,8.45,13.34,18.35,0.26,8.12,89.19
"Arshdeep Bains","25-26","VAN","L",28,240.95,42.7,47.05,48.3,47.69,49.69,1.49,2,24.69,27.78,38.23,40.92,52.53,57.6,2.77,2.8,-0.51,-3.09,-2.68,-5.08,-0.03,6.05,92.78
"Artem Zub","25-26","OTT","D",65,1071.95,56.56,55.12,55.01,53.35,55.37,2.6,1.99,26.85,21.86,41.26,33.74,56.2,49.13,2.86,2.31,0.6,4.99,7.52,7.06,0.56,9.67,90.88
"Artemi Panarin","25-26","L.A","L",11,173.55,61.4,51.59,50.89,52.19,51.04,4.49,2.82,28.57,26.81,46.04,44.43,64.24,58.85,3.21,3.08,1.67,1.76,1.61,5.39,0.13,15.71,89.48
"Artemi Panarin","25-26","NYR","L",52,844.03,53,52.01,53.46,53.94,51.24,3.05,2.7,28.42,26.22,44.94,39.12,63.03,53.83,2.74,2.61,0.34,2.2,5.82,9.2,0.13,10.72,89.7
"Arttu Hyry","25-26","DAL","R",8,75.72,58.76,60.25,56.41,58.46,53.97,2.34,1.64,30.78,20.31,42.82,33.09,60.37,42.9,3.02,2.58,0.7,10.47,9.73,17.47,0.44,7.6,91.92
"Artturi Lehkonen","25-26","COL","L",59,838.5,70.08,54.53,55.11,56.55,56.45,4.32,1.84,33.85,28.22,51.15,41.66,72.89,56,3.57,2.75,2.48,5.62,9.49,16.88,0.82,12.76,93.46
"Artyom Levshunov","25-26","CHI","D",61,919.32,35.96,42.78,43.2,45.18,41.75,1.84,3.27,23.73,31.75,36.54,48.04,50.52,61.3,2.33,3.25,-1.44,-8.01,-11.5,-10.77,-0.92,7.74,89.69
"Auston Matthews","25-26","TOR","C",60,917.55,51.27,46.81,46.44,45.49,47.44,2.89,2.75,27.54,31.3,41.1,47.41,53.95,64.63,2.83,3.14,0.14,-3.76,-6.3,-10.69,-0.31,10.5,91.22
"Avery Hayes","25-26","PIT","R",11,111.85,24.97,43.53,45.73,44.56,53.28,1.11,3.34,21.86,28.36,35.86,42.57,49.74,61.89,2.83,2.48,-2.23,-6.5,-6.71,-12.15,0.35,5.08,88.24
"Axel Sandin-Pellikka","25-26","DET","D",63,862.3,39.35,49.12,48.32,48.61,46.55,2.03,3.13,26.1,27.04,40.96,43.81,56.98,60.24,2.7,3.1,-1.1,-0.93,-2.85,-3.26,-0.4,7.78,88.42
"Barclay Goodrow","25-26","S.J","C",65,599.03,31.41,40.21,41.04,41.31,44.65,1.31,2.87,20.28,30.15,30.33,43.58,44.27,62.88,2.16,2.68,-1.55,-9.87,-13.25,-18.62,-0.52,6.48,90.49
"Barrett Hayton","25-26","UTA","C",63,796.12,49.19,57.1,55.06,54.65,56.64,2.41,2.49,29.48,22.15,42.64,34.81,59.46,49.34,3.07,2.35,-0.08,7.33,7.83,10.11,0.72,8.18,88.76
"Beck Malenstyn","25-26","BUF","L",66,606.93,43.1,49.49,46.28,44.67,45.42,1.67,2.2,24.59,25.09,35.54,41.26,48.48,60.04,2.1,2.53,-0.53,-0.51,-5.72,-11.57,-0.42,6.78,91.23
"Beckett Sennecke","25-26","ANA","R",67,942.63,45.86,51.21,50.96,51.1,51.64,2.63,3.11,30.75,29.29,49.11,47.25,66.42,63.55,3.51,3.29,-0.47,1.46,1.86,2.87,0.22,8.55,89.4
"Ben Chiarot","25-26","DET","D",68,1230.25,44.73,46.65,45.78,45.6,45.09,2.06,2.55,25.73,29.42,39.03,46.22,54.42,64.92,2.61,3.18,-0.49,-3.7,-7.19,-10.5,-0.57,8.01,91.34
"Ben Hutton","25-26","VGK","D",51,732.32,52.42,50.28,49.83,48.93,51.13,3.15,2.86,24.69,24.41,38.83,39.09,54.36,56.75,2.66,2.54,0.29,0.28,-0.26,-2.38,0.12,12.77,88.28
"Ben Jones","25-26","MIN","C",26,214.87,19.88,40.84,40.26,40.02,39.75,0.82,3.32,23.59,34.17,36.53,54.2,50.41,75.55,2.06,3.13,-2.5,-10.58,-17.67,-25.13,-1.06,3.49,90.28
"Ben Kindel","25-26","PIT","C",64,763.65,48.09,55.96,54.29,53.51,52.26,2.38,2.57,30.35,23.89,45.57,38.36,63.58,55.24,3.25,2.97,-0.19,6.46,7.21,8.33,0.28,7.84,89.25
"Ben Meyers","25-26","SEA","C",41,426.52,46.93,45.19,47.1,46.21,52.6,2.9,3.28,23.71,28.77,38.29,43.01,51.29,59.7,3.02,2.72,-0.38,-5.05,-4.72,-8.41,0.3,12.23,88.6
"Berkly Catton","25-26","SEA","C",50,569.87,47.27,47.45,47.3,45.72,46.7,2,2.23,25.42,28.15,40.05,44.63,53.57,63.61,2.58,2.95,-0.23,-2.73,-4.58,-10.04,-0.37,7.85,92.09
"Blake Coleman","25-26","CGY","L",55,719.63,52.24,53.36,52.48,53.22,53.07,2.56,2.34,29.89,26.13,43.35,39.25,61.28,53.87,2.91,2.58,0.22,3.76,4.1,7.41,0.34,8.55,91.05
"Blake Lizotte","25-26","PIT","C",55,604.17,49.42,51.68,53.56,54.04,52.24,2.1,2.15,26.75,25.01,43.91,38.07,62.92,53.52,2.86,2.61,-0.05,1.74,5.84,9.41,0.25,7.86,91.39
"Bo Horvat","25-26","NYI","C",53,712.53,54.66,55.42,53.3,52.4,48.69,2.95,2.44,31.74,25.53,45.64,40,61.67,56.01,2.92,3.07,0.5,6.21,5.64,5.65,-0.16,9.28,90.43
"Bobby Brink","25-26","PHI","R",55,707.8,48.57,49.76,48.8,48.79,50.46,1.99,2.11,22.25,22.46,34.07,35.74,48.68,51.09,2.41,2.36,-0.12,-0.21,-1.67,-2.41,0.04,8.96,90.6
"Bobby McMann","25-26","TOR","C",60,825.77,45.16,46.64,46.13,46.53,46.29,2.54,3.08,26.72,30.57,41.53,48.49,56.68,65.13,2.52,2.93,-0.54,-3.85,-6.96,-8.46,-0.4,9.49,89.93
"Boone Jenner","25-26","CBJ","C",51,669.72,48.94,52.26,51.34,53.03,51.64,2.7,2.82,29.62,27.05,44.42,42.1,68.92,61.04,3.06,2.86,-0.12,2.56,2.32,7.88,0.19,9.13,89.57
"Bowen Byram","25-26","BUF","D",67,1209.85,50.4,49.5,50.09,49.04,47.67,2.89,2.85,26.81,27.35,42.19,42.03,55.13,57.29,2.72,2.98,0.05,-0.54,0.15,-2.16,-0.27,10.79,89.59
"Brad Lambert","25-26","WPG","C",9,74.1,38.52,39.82,42.96,43.8,42.9,1.56,2.49,19.98,30.19,31.8,42.23,44.45,57.04,2.11,2.8,-0.93,-10.21,-10.43,-12.59,-0.7,7.82,91.74
"Brad Marchand","25-26","FLA","L",52,619.12,44.8,46.47,47.55,49.32,47.53,3.19,3.93,29.43,33.9,45.59,50.28,62.28,63.99,3.2,3.54,-0.74,-4.47,-4.69,-1.71,-0.33,10.83,88.42
"Braden Schneider","25-26","NYR","D",67,1158.98,45.13,44.2,44.73,45.87,45.12,2.26,2.75,22.54,28.46,35.64,44.04,51.76,61.08,2.27,2.76,-0.49,-5.92,-8.4,-9.31,-0.49,10.03,90.34
"Bradly Nadeau","25-26","CAR","L",8,80.48,40.48,49.32,54.99,55.31,42.66,1.51,2.21,22.23,22.84,42.49,34.77,61.39,49.6,2.06,2.77,-0.71,-0.61,7.72,11.79,-0.71,6.77,90.31
"Brady Skjei","25-26","NSH","D",66,1133.2,46.58,46.98,47.21,48.42,49.26,2.37,2.72,26.26,29.64,39.69,44.38,54.95,58.54,2.77,2.85,-0.35,-3.38,-4.7,-3.59,-0.08,9.04,90.82
"Brady Tkachuk","25-26","OTT","L",46,572.35,48.65,59.77,59.36,58.4,59.37,2.78,2.94,35.51,23.9,52.11,35.67,72.36,51.55,3.47,2.37,-0.15,11.61,16.44,20.81,1.09,7.84,87.71
"Braeden Bowman","25-26","VGK","R",51,649.77,42.57,51.3,48.97,48.61,52.75,3.07,4.15,26.06,24.74,39.26,40.9,53.86,56.94,2.81,2.51,-1.07,1.32,-1.64,-3.09,0.29,11.79,83.24
"Brandon Carlo","25-26","TOR","D",45,737.28,48.47,43.28,44.18,42.79,45.7,2.64,2.81,25.65,33.61,39.83,50.32,53.24,71.17,2.59,3.08,-0.17,-7.97,-10.49,-17.93,-0.49,10.31,91.64
"Brandon Duhaime","25-26","WSH","L/R",68,656.82,40.3,48.81,47.64,47.09,49.33,1.19,1.76,22.95,24.07,35.72,39.26,51.77,58.18,2.42,2.48,-0.57,-1.12,-3.53,-6.41,-0.07,5.17,92.7
"Brandon Hagel","25-26","T.B","L",60,820.37,61.18,56.37,58.02,58.15,59.52,3.77,2.39,33.32,25.79,52.53,38,73.13,52.63,4.03,2.74,1.38,7.53,14.53,20.49,1.29,11.31,90.72
"Brandon Montour","25-26","SEA","D",48,897.75,51.4,48.16,48.45,48.44,47.25,1.93,1.82,24.99,26.89,40.76,43.37,56.31,59.94,2.5,2.79,0.1,-1.9,-2.61,-3.63,-0.29,7.72,93.22
"Brandon Saad","25-26","VGK","L",46,561.25,42.24,53.7,51.3,50.78,49.79,1.81,2.47,27.33,23.56,42.24,40.1,59.09,57.27,2.78,2.8,-0.66,3.77,2.13,1.82,-0.02,6.62,89.5
"Brandon Tanev","25-26","UTA","L",46,417.9,24,45.67,47.89,47.03,40.29,0.87,2.74,20.65,24.56,33.56,36.52,48.19,54.27,1.99,2.95,-1.88,-3.91,-2.96,-6.08,-0.96,4.19,88.84
"Brandt Clarke","25-26","L.A","D",67,1093.68,56.53,54.47,54.48,53.4,53.58,2.58,1.98,29.13,24.35,46.4,38.76,65.87,57.47,2.88,2.5,0.6,4.78,7.64,8.4,0.39,8.85,91.86
"Brayden McNabb","25-26","VGK","D",48,837.13,47.02,54.27,52.17,50.7,54.07,2.15,2.43,27.19,22.91,41.05,37.64,57.64,56.05,2.75,2.33,-0.27,4.28,3.41,1.59,0.41,7.92,89.4
"Brayden Pachal","25-26","CGY","D",32,415.47,53.57,55.74,52.95,52.4,56.97,2.48,2.15,28.65,22.75,43.12,38.32,60.4,54.87,2.92,2.21,0.33,5.9,4.8,5.53,0.71,8.65,90.56
"Brayden Point","25-26","T.B","C",47,625.22,61.06,46.27,49.34,50.62,50.77,4.44,2.83,26.12,30.33,41.79,42.9,57.98,56.56,2.86,2.78,1.61,-4.21,-1.11,1.42,0.09,16.98,90.68
"Brayden Schenn","25-26","STL","C",61,848.43,41.07,45.38,46.35,47.36,49.51,2.04,2.92,24.56,29.57,37.83,43.78,53.4,59.34,2.7,2.76,-0.89,-5.01,-5.95,-5.95,-0.05,8.3,90.11
"Brendan Gallagher","25-26","MTL","R",65,710.18,53.2,52.76,50.34,50.66,49.41,2.71,2.39,28.21,25.26,41.03,40.47,58.88,57.34,2.94,3.01,0.33,2.95,0.56,1.55,-0.07,9.62,90.55
"Brendan Gaunce","25-26","CBJ","C",25,248.28,42.28,48.38,49.68,50.52,44.29,1.93,2.63,22.84,24.37,37.81,38.29,57.43,56.24,2.05,2.58,-0.7,-1.53,-0.48,1.19,-0.53,8.43,89.21
"Brendan Smith","25-26","CBJ","D",15,155.07,46.44,45.23,44.64,46.97,45.9,1.97,2.27,22.93,27.77,32.95,40.86,50.15,56.61,2.1,2.48,-0.3,-4.84,-7.91,-6.47,-0.38,8.59,91.82
"Brenden Dillon","25-26","N.J","D",67,1015.83,39.74,52.06,50.99,51,51.09,1.86,2.81,27.39,25.22,40.51,38.93,56.3,54.09,2.6,2.49,-0.96,2.16,1.57,2.21,0.11,6.77,88.85
"Brennan Othmann","25-26","NYR","L",17,161.03,37.74,39.17,40,40.43,42.58,2.24,3.69,19.4,30.12,31.45,47.17,47.73,70.32,2.34,3.16,-1.45,-10.73,-15.72,-22.59,-0.82,11.53,87.76
"Brent Burns","25-26","COL","D",66,1026.38,63.52,58.05,56.7,57.29,56.29,3.53,2.03,35.38,25.57,51.93,39.66,73.31,54.65,3.32,2.58,1.5,9.81,12.27,18.66,0.74,9.99,92.07
"Brett Berard","25-26","NYR","L",13,136.67,38.51,40.23,47.77,45.44,50.18,0.88,1.41,18.9,28.07,35.82,39.16,52.54,63.07,2.51,2.49,-0.53,-9.18,-3.34,-10.54,0.02,4.67,94.98
"Brett Howden","25-26","VGK","C",43,543.2,48.62,52.79,51.4,49.78,51.23,2.64,2.79,25.9,23.16,38.75,36.64,54.3,54.77,2.67,2.55,-0.15,2.73,2.11,-0.47,0.13,10.21,87.94
"Brett Kulak","25-26","COL","D",11,167.32,85.2,54.72,55.97,56.91,53.98,2.21,0.38,26.76,22.14,43.75,34.42,63.42,48.02,2.79,2.38,1.83,4.62,9.33,15.4,0.41,8.26,98.27
"Brett Kulak","25-26","EDM","D",31,493.55,37.66,49.18,46.26,46.19,44.32,1.83,3.03,21.09,21.8,32.63,37.9,47.29,55.08,2.01,2.52,-1.2,-0.71,-5.27,-7.8,-0.52,8.67,86.11
"Brett Kulak","25-26","PIT","D",25,450.17,51.17,51.79,50.38,49.89,50.3,2.6,2.49,26.68,24.84,41.95,41.32,56.86,57.1,2.94,2.91,0.12,1.84,0.63,-0.24,0.03,9.76,89.99
"Brett Pesce","25-26","N.J","D",37,630.83,36.62,52.42,52.43,52.31,50.58,1.44,2.5,28.81,26.15,43.26,39.25,59.02,53.8,2.84,2.78,-1.05,2.66,4.01,5.21,0.06,5.01,90.45
"Brian Dumoulin","25-26","L.A","D",67,1071.95,51.55,50.53,51.21,51.32,49.84,1.97,1.85,25.38,24.85,40.91,38.98,58.79,55.76,2.57,2.59,0.12,0.53,1.93,3.03,-0.02,7.77,92.54
