Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
894,Walker Duehr,24-25,S.J,R,8,70.47,2,0,0,2,6,10,11,1.22,33.33,20,12.2,3,6,0,21,2,0,0,0,0,0,0,1,-1
895,Warren Foegele,24-25,L.A,L,82,1325.95,24,11,11,46,199,297,370,27.14,12.06,8.08,9.14,40,67,33,74,92,12,14,0,0,2,23,36,-13
896,Will Cuylle,24-25,NYR,L,82,1236.18,20,13,12,45,152,223,275,21.53,13.16,8.97,9.65,50,48,9,300,79,16,10,2,2,-6,10,23,-13
897,Will Smith,24-25,S.J,C,74,1173.1,18,20,7,45,128,187,277,13.26,14.06,9.63,7.09,16,73,13,13,41,9,6,0,0,-3,65,113,-48
898,William Borgen,24-25,NYR,D,51,932.83,4,4,5,13,57,82,128,2.03,7.02,4.88,2.48,80,53,16,74,108,9,7,1,1,-2,0,0,0
899,William Borgen,24-25,SEA,D,33,501.72,1,0,1,2,24,45,83,0.74,4.17,2.22,1.64,37,20,6,48,71,2,6,1,1,4,0,0,0
901,William Eklund,24-25,S.J,L,77,1505.53,17,28,13,58,151,245,324,23.29,11.26,6.94,9.51,46,75,15,54,73,7,21,1,1,14,11,25,-14
902,William Karlsson,24-25,VGK,C,53,901.75,9,14,6,29,119,182,242,14.05,7.56,4.95,7.72,37,50,14,20,66,2,8,0,0,6,411,296,115
903,William Lagesson,24-25,DET,D,7,101.98,0,0,1,1,5,7,10,0.12,0,0,1.71,7,7,0,6,10,2,1,0,0,-1,0,0,0
904,William Nylander,24-25,TOR,R,82,1599.72,45,23,16,84,255,355,470,33.49,17.65,12.68,9.43,27,79,28,14,58,13,14,0,0,1,76,77,-1
905,Wyatt Johnston,24-25,DAL,C,82,1551.92,33,25,13,71,202,298,389,34.86,16.34,11.07,11.7,47,57,29,45,96,7,12,0,0,5,465,444,21
906,Wyatt Kaiser,24-25,CHI,D,57,1032.57,4,2,2,8,66,91,127,2.13,6.06,4.4,2.34,93,60,23,52,130,7,9,0,0,2,0,0,0
907,Yakov Trenin,24-25,MIN,C,76,951.25,7,5,3,15,85,141,178,11.28,8.24,4.96,8,32,51,12,238,92,17,18,2,2,1,21,27,-6
908,Yanni Gourde,24-25,SEA,C,36,557.75,6,4,7,17,40,67,87,7.68,15,8.96,11.46,26,23,11,59,41,8,7,2,2,-1,191,185,6
909,Yanni Gourde,24-25,T.B,C,21,356.92,1,7,6,14,35,60,67,6.33,2.86,1.67,10.55,10,15,5,50,25,3,1,2,2,-2,76,86,-10
910,Yegor Chinakhov,24-25,CBJ,R,30,471.67,7,5,3,15,68,104,140,6.41,10.29,6.73,6.16,10,18,4,47,18,2,4,0,0,2,0,0,0
911,Yegor Sharangovich,24-25,CGY,C,73,1215.92,17,10,5,32,128,204,289,16.8,13.28,8.33,8.24,31,51,17,14,65,4,6,0,0,2,146,171,-25
912,Zac Jones,24-25,NYR,D,46,793.58,1,4,6,11,51,86,118,3.08,1.96,1.16,3.58,46,40,16,28,67,12,4,0,0,-8,0,0,0
913,Zach Aston-Reese,24-25,CBJ,C,79,1062.13,6,6,5,17,99,139,190,13.32,6.06,4.32,9.58,58,42,11,178,64,11,11,1,1,0,2,7,-5
914,Zach Benson,24-25,BUF,L,75,1111.38,10,14,4,28,120,185,212,19.28,8.33,5.41,10.42,29,41,19,35,82,25,27,0,0,2,4,17,-13
915,Zach Bogosian,24-25,MIN,D,81,1280.37,4,6,6,16,79,122,198,2.27,5.06,3.28,1.86,80,68,22,81,57,19,4,1,1,-15,0,0,0
916,Zach Hyman,24-25,EDM,L,73,1378.17,27,12,5,44,205,306,369,41.6,13.17,8.82,13.59,24,43,14,58,95,16,18,0,0,2,2,3,-1
917,Zach Werenski,24-25,CBJ,D,81,2166.37,23,32,27,82,298,434,638,21.08,7.72,5.3,4.86,131,120,49,19,133,13,14,1,1,1,0,0,0
918,Zach Whitecloud,24-25,VGK,D,74,1295.62,4,5,4,13,72,111,194,3.25,5.56,3.6,2.93,103,74,14,116,188,11,11,1,1,0,0,0,0
919,Zachary Bolduc,24-25,STL,C/R,72,922.28,19,7,10,36,119,183,244,13.38,15.97,10.38,7.31,36,59,17,108,77,11,12,1,0,0,5,9,-4
920,Zachary L'Heureux,24-25,NSH,L,62,746.6,5,5,5,15,78,127,151,12.55,6.41,3.94,9.88,25,33,14,198,77,14,10,5,5,-4,0,4,-4
921,Zack MacEwen,24-25,OTT,R,21,162.98,2,0,1,3,26,35,47,1.92,7.69,5.71,5.49,7,7,3,49,17,3,3,3,3,0,6,8,-2
922,Zack Ostapchuk,24-25,OTT,C,43,401.27,1,1,2,4,20,35,43,2.46,5,2.86,7.03,11,13,7,86,47,8,8,2,2,0,85,88,-3
923,Zack Ostapchuk,24-25,S.J,C,13,126.22,0,0,0,0,6,9,10,1.08,0,0,12,10,6,1,24,9,2,2,1,1,0,52,57,-5
